cardinal,birth_passage,century,source
"(31) 16. DINARDO, Daniel Nicholas","Birth. May 23, 1949, Steubenville, United States of America. Son of Nicholas DiNardo and Jane Green. He has a twin sister, Margaret; an older brother, Thomas; and a younger sister, Mary Anne. His family moved to Castle Shannon, diocese of Pittsburgh.Education. Secondary studies in Pittsburgh; then, studied at Saint Paul Seminary, Pittsburgh; at the The Catholic University of America, Washington, where he earned a master's in philosophy; and at the Pontifical Gregorian University, Rome, where he obtained a licentiate in theology; also studied patrology at the Augustinianum, Rome.",twenty_first_century,fiu_scrape
"(26) 5. ESTE, Ippolito II d' (1509-1572)","Birth. August 25, 1509, Ferrara. Youngest child of Alfonso I d'Este and Lucrezia Borgia. Grandson of Pope Alexander VI. Nephew of Cardinal Ippolito I d'Este (1493). Uncle of Cardinal Luigi d'Este (1561). Other cardinals of the family are Alessandro d'Este (1599); Rinaldo d'Este (1641); and Rinaldo d'Este (1686). Known as the Cardinal of Ferrara.Education. Educated in Ferrara; at the University of Padua; and at the French court.",sixteenth_century,fiu_scrape
"(14) 9. RUSTICUCCI, Girolamo (1537-1603)","Birth. January 1537, Cartoceto, small municipality near Fano. Son of the famous juris consult Ludovico Rusticucci, and Diamante Leonardi. Lost his parents when he was a young child. His older brother, Francesco, was named bishop of de di Venosa on August 21, 1566; and his brothers, Ludovico was a captain of the pontifical guard; and Bartolomeo, castellano of Ancona.Education. He undertook humanistic studies thanks to the financial support of a kinsman whose identity can not be specified in a more precise way. Then, he moved to Rome to study civil and canon law.",sixteenth_century,fiu_scrape
"(65) 8. ALTIERI, seniore, Giambattista (1589-1654)","Birth. June 20, 1589, parish of S. Marco, Rome. Son of Lorenzo Altieri and Vittoria Delfini. Baptized in that parish church, June 20, 1589. Roman patrician. Brother of Pope Clement X. Nephew of Gentile Delfino, governor and bishop of Camerino.Education. Obtained doctorates in theology and in utroque iure, both canon and civil law, in Rome.",seventeenth_century,fiu_scrape
"(16) 14. PIGHINI, Sebastiano Antonio (1500-1553)","Birth. September 17, 1500, Arceto, near Scandiano, diocese of Reggio. Son of Grazio Pighini and Caterina Vigarani. His last name is also listed as Pelgini.Education. Studied law.",sixteenth_century,fiu_scrape
"(13) 4. SAVOIA, Maurizio di (1593-1657)","Birth. January 10, 1593, Turin. Fourth son of Carlo Emanuele I ""il Grande"", duke of Savoy, and Catalina, Infanta of Spain, daughter of King Felipe II of Spain. Relative of Cardinal Amedeo di Savoie (1449). His last name is also listed as Sabaudia; and as Savoy.Education. Educated in the Spanish court.",seventeenth_century,fiu_scrape
"(18) 18. DÖPFNER, Julius","Birth. August 26, 1913, village of Hausen, near Bad Kissingen, diocese of Würzburg, Germany. Son of Matthäus Julius and Maria Büttner. He had a sister, Maria, and two brothers, Paul and Otto. He was baptized on August 28, 1913 and received the name Julius August. His last name is also listed as Doepfner. He was confirmed on May 13, 1924.Education. Studied at the Augustinian Gymnasium, Münnerstadt, from 1924 to 1925; at the Seminary of Würzburg from 1925 to 1933 (he was the valedictorian of his class); he was sent to study in Rome and resided in the Pontifical Collegium Germanicum et Hungaricum; studied at the Pontifical Gregorian University, Rome. from 1933 to 1941 (philosophy and theology; obtained a doctorate in theology in 1941; dissertation: Das Verhältnis von Natur und Übernatur bei John Henry Newman).",twentieth_century,fiu_scrape
"ERASMUS, Desiderius (1466-1536)","Birth. October 28, probably in 1466 (1), Rotterdam, Holland. He was the illegitimate child of Roger Gerard, a citizen of Gouda who was a monk copyist, and later a priest; and Margaretha Rogers, daughter of a physician. He himself was christened Herasmus; but in 1503, when he became familiar with Greek, he assimilated the name to a Greek original, which he had a few years before Latinized into Desyderius. He is also known as Erasmus of Rotterdam.Education. Initial education at the school in Gouda, under Peter Winckel, who later became vice-pastor of the church; went to the school attached to St Lebuins church at Deventer, 1475 to 1484, which was one of the first in northern Europe to feel the influence of the Renaissance; there he learned from Johannes Sinthius (Syntheim) and Alexander Hegius, who had come as headmaster in 1483, the love of letters which was the ruling passion of his life. At some period, perhaps in an interval of his time at Deventer, he was a chorister at Utrecht under the famous organist of the cathedral, Jacob Obrecht. He entered the school of the Brethren of the Common Life, 1485; became acquainted there with Agricola, a ""luminous"" humanist, who would greatly influence his future orientation; school in Bar-le-Duc; after prolonged reluctance he joined the Augustinian Regular Canons in St Gregory's at Steyn, (the Classics, Latin and Greek); Collège de Montaigu, Paris, 1495 (theology); La Sorbonne University, until the summer of 1496; University of Cambridge, Cambridge, 1505 (doctorate in theology); University of Turin, Turin, 1506 (doctor of Divinity).",sixteenth_century,fiu_scrape
"(52) 1. TAPPOUNI, Ignace-Gabriel I","Birth. November 3, 1879, Mossul, Ottoman Empire (now Iraq). From an old Syrian Christian family, which in the late 18th century had entered the Syrian union with Rome. His baptismal name was Abdalahad Leo.Education. Studied at the Dominican Syro-Chaldean Seminary, Mossul, from 1892 until 1902.",twentieth_century,fiu_scrape
"(14) 11. FERRERO, Pier Francesco (1510/1513-1566)","Birth. 1510/1513, Biella, fief of his family, diocese of Vercelli. Of the noble family of the signori of Casavalone. Son of Godofredo Ferrero and his second wife, Margherita Sanseverino. His first name is also listed as Pier Giovanni Francesco and his last name as Ferreri. Brother of Cardinal Filiberto Ferrero (1549). Nephew of Cardinals Gianstefano Ferrero (1500); and Bonifacio Ferrero (1517). Uncle of Cardinal Guido Luca Ferrero (1565). Another member of the family was Cardinal Antonio Ferrero (1505).Education. Uomo per prudenza e letterature chiarissimo (1). (No further educational information found).",sixteenth_century,fiu_scrape
"(69) 1. BORJA-CENTELLES Y PONCE DE LEÓN, Carlos de (1663-1733)","Birth. April 30, 1663 (or March 23 or 26, 1663), Gandía, diocese of Valencia, Spain. Fourth child of Francisco Carlos de Borja y Centellas, 9th duke of Gandía, and Duchess María Ponce de León. Brother of Cardinal Francisco Antonio de Borja-Centelles y Ponce de León (1700). His last name is also listed as Centelles. He was destined to an ecclesiastical career at a young age.Education. Received his initial education at home; then, he studied for ten years, 1669 to 1679, at Colegio Mayor de San Ildefonso, University of Alcalá, Alcalá (doctorate in utroque iure, both canon and civil law).",eighteenth_century,fiu_scrape
(1628-1714),"Birth. February 5, 1628 (1), Paris, France. Of a noble family originally from Artois. Son of François Annibal, duke d'Estrées, marshal of France, and Marie de Béthune (B5). Brother of Jean II d'Estrées, admiral and marshal of France, viceroy of America. Nephew of Gabrielle d'Estrées, mistress of King Henry IV of France.Education. (No information found).",seventeenth_century,fiu_scrape
"(2) 2. CRESCINI, O.S.B.Cas., Remigio (1757-1830)","Birth. May 5, 1757, Piacenza.Education. Entered the Order of St. Benedict at Montecassino; studied at that monastery (no further educational information found).",nineteenth_century,fiu_scrape
"(69) 12. COSTAGUTI, Vincenzo (1612-1660)","Birth. 1612, Rome (or Chiavari), of an illustrious Genoese family. Son of Prospero Costaguti, marquis of Sipicciano and of Rocca Elvezia, and Paola Costa. His father married in second nuptials a Countess Vidman. Half-brother of Cardinal Giambattista Costaguti (1690). Great-grand-uncle of Cardinal Baldassare Cenci, iuniore (1761), on his mother's side.Education. Obtained a doctorate in utroque iure, both canon and civil law, October 8, 1638.",seventeenth_century,fiu_scrape
"(36) 28. RANGONE, Ercole (ca. 1491-1527)","Birth. Ca. 1491, Bologna, where his family, originally from Modena, was residing temporarily. Of a noble family. Sixth child of Count Niccolò Rangone of Gordiguano and Bianca Bentivoglio. His last name is also listed as Rangoni.Education. Studied in Modena under Lelio Giraldi and Demetrio Moscopulo.",sixteenth_century,fiu_scrape
"(25) 4. TOSCHI, Domenico (1535-1620)","Birth. Friday June 11, 1535 (1), Castellarano, diocese of Reggio-Emilia. From a family probably rugunally from Florence. Son of Giovanni Battista Toschi, notary and procurator, and Onesta Bardiani. He was baptized on June 21, 1535, at the church of S. Maria, Castellarano; his god father was Nicolò delli Cegotti and his godmother was Caterina Toschi. He had five brothers (Bartolomeo, who died very young; Bartolomeo, Paolo Emilio, Prospero and Antonio) and six sisters (Lavinia, Giustina, Ippolita, Francesca and Maria, who had a twin sister who did not survive). Uncle of Giovanni Battista Toschi, bishop of Narni, Tivoli and Rieti; and of Giovanni Battista Genovesi, bishop of Montemarano. His last name is also listed as Toschi da Castello; as Tosco; as Tuschi; and as Tuscus.Education. Studied geometry in Rome; and at the University of Pavia, where he earned a doctorate in law.",sixteenth_century,fiu_scrape
"(18) 5. MANCINI, Francesco Maria (1606-1672)","Birth. October 20, 1606, Rome. From a family of the Roman nobility. Son of Paolo Macini, consevatore of Rome, and Vittoria Capocci, Roman noblewoman. In 1634, his brother Lorenzo was married to Geronima, the sister of Cardinal Jules Raymond Mazarin (1641).Education. Studied at the Jesuit Collegio Romano, obtaining a doctorate in utroque iure, both canon and civil law.",seventeenth_century,fiu_scrape
"(48) 7. MAZZELLA, S.J., Camillo","Birth. February 10, 1833, Vitulano, archdiocese of Benevento. Of a well-to-do family. Two of his brothers, Ernesto, his twin, and Pietro, also became priests; the former was archbishop of Bari from 1887 until his death; and the latter also joined the Society of Jesus.Education. Initial studies under a tutor at home; the twin brothers entered the Seminary of Benevento when they were ten or eleven years old (1); Jesuit Novitiate, La Conocchia, Naples; Jesuit College, Cosenza; Jesuit Scholasticate, Fourvières, France; Jesuit House of S. Eusebio, Rome.",nineteenth_century,fiu_scrape
"(20) 16. BARONI PERETTI, Andrea (1572-1629)","Birth. November 29, 1572, Montalto. Son of Domizio Baroni Mattei and Fiore Costantini Peretti. Second cousin of Pope Sixtus V (1585-1590), on his mother's side. His last name is also listed as Peretti Montalto Baroni; as Baroni Peretti; and as Baroni only.Education. Educated by Cardinal Felice Peretti Montalto, O.F.M.Conv., future Pope Sixtus V.",sixteenth_century,fiu_scrape
"(19) 4. CORDES, Paul Josef","Birth. September 5, 1934, Kirchhundem, archdiocese of Paderborn, Germany. His parents owned a movie theater, a restaurant and a hotel.Education. Studied at the Gymnasium of Attendorn (secondary education) until 1955; then, studied two semesters of medicine in Münster; later, at the Philosophical Faculty of Paderborn (philosophy); also, studied philosophy in Lyon; also, studied at the Theological Faculty of Paderborn (theology); and at the University of Mainz, where he was assistant to Professor Karl Lehmann, future cardinal; he was the first student who defended his thesis under young professor Lehmann; dissertation: ""Sendung zum Dienst. Exegetisch-historische und systematische Studien zum Konzilsdekret 'Über Leben und Dienst der Priester'"", 1971.",twenty_first_century,fiu_scrape
"(27) 9. CORNARO, Giovanni (1720-1789)","Birth. June 30, 1720, Venice. Son of Niccolò Cornaro and Alba Giustiniani. Of the San Mauirizio branch of the family, different from that of the other Cornaro cardinals: Marco Cornaro (1500); Francesco Cornaro, seniore (1527); Andrea Cornaro (1544); Luigi Cornaro (1551); Federico Cornaro, seniore, O.S.Io.Hieros. (1585); Francesco Cornaro, iuniore (1596); Federico Cornaro, iuniore (1626); and Giorgio Cornaro (1697). His last name is also listed as Cornelius and as Corner.Education. Percorsa la carriera degli studi ecclesiastici fu ammeso nella romana prelatura... (1)",eighteenth_century,fiu_scrape
